city,lat,lng,country,population
Ayyāmpettai,10.8971,79.1915,India,18759
Durant,33.9949,-96.3923,United States,18759
Birnagar,25.9785,87.111,India,18758
Bergeijk,51.3167,5.35,Netherlands,18754
Retiro,-36.0333,-71.7667,Chile,18754
Rutherford,40.8203,-74.1057,United States,18754
Hopkins,44.9259,-93.4056,United States,18752
San Juan Ermita,14.7667,-89.4333,Guatemala,18751
Nanthankulam,8.3331,77.8442,India,18751
Bonneuil-sur-Marne,48.7742,2.4875,France,18750
Kurumbapālaiyam,11.1053,76.9217,India,18749
Hopkinton,42.2255,-71.5378,United States,18748
Koporo-Kénié-na,14.1308,-3.3539,Mali,18746
Kiliia,45.45,29.2667,Ukraine,18745
Bayshore Gardens,27.4345,-82.5793,United States,18745
Thomasville,30.8394,-83.9782,United States,18744
Ngathainggyaung,17.4,95.0833,Burma,18743
Palestine,31.7544,-95.6471,United States,18741
Harihans,26.1457,84.3476,India,18740
Altônia,-23.9333,-53.9,Brazil,18738
Wallingford Center,41.4499,-72.8189,United States,18738
Melmuri,11.1806,76.0167,India,18737
Riom,45.8944,3.1133,France,18736
Los Lagos,-39.85,-72.8333,Chile,18733
San Rafael La Independencia,15.7167,-91.5333,Guatemala,18733
Adliswil,47.3167,8.5333,Switzerland,18731
Schlieren,47.4,8.45,Switzerland,18731
Sendamaram,9.0648,77.4369,India,18729
Paglat,6.7811,124.7849,Philippines,18727
Rufino,-34.2667,-62.7,Argentina,18727
Lansdale,40.2417,-75.2812,United States,18727
Gunri,25.6408,84.658,India,18726
Görele,41.0333,39,Turkey,18725
Alfeld,51.9886,9.8269,Germany,18723
Phoenixville,40.1359,-75.5201,United States,18723
Ozorków,51.9667,19.2833,Poland,18721
Country Walk,25.633,-80.4353,United States,18719
South San Jose Hills,34.0123,-117.9043,United States,18717
Tlalnelhuayocan,19.5667,-96.9667,Mexico,18715
Ključ,44.5333,16.7667,Bosnia and Herzegovina,18714
Hem,50.6558,3.1886,France,18713
Snina,48.9881,22.1567,Slovakia,18712
Altus,34.6565,-99.3061,United States,18711
Ottawa,41.3555,-88.8261,United States,18708
Dhāriwāl,31.95,75.32,India,18706
Aroeiras,-7.545,-35.7078,Brazil,18705
Salamina,5.4083,-75.49,Colombia,18704
Djidian,13.2017,-9.4553,Mali,18702
Vadakkangara,11,76.1583,India,18702
Choghādak,28.9864,51.0375,Iran,18702
Peduasi,5.85,-0.1833,Ghana,18701
Aburi,5.85,-0.1833,Ghana,18701
Qo’shko’pir,41.5333,60.35,Uzbekistan,18700
Abong Mbang,3.9833,13.1667,Cameroon,18700
Lupeni,45.3603,23.2383,Romania,18699
Tyèlè,12.3028,-7.5681,Mali,18696
Tsivory,-24.0683,46.0756,Madagascar,18694
Balilihan,9.75,123.97,Philippines,18694
Çerkeş,40.8139,32.8908,Turkey,18694
Qaryat al Qī‘ān,32.0167,11.5,Libya,18693
Valle,-2.95,-78.9833,Ecuador,18692
Nefas Mewch’a,11.7333,38.4667,Ethiopia,18691
Perunturuttu,9.6333,76.5667,India,18691
Andéranboukan,15.4283,3.0183,Mali,18688
Majdanpek,44.4167,21.9333,Serbia,18686
Areia Branca,-10.7578,-37.315,Brazil,18686
Surovikino,48.6,42.85,Russia,18685
Middelburg,-31.4939,25.0172,South Africa,18681
Ceglie Messapico,40.65,17.5,Italy,18680
Zapote,9.9203,-84.0592,Costa Rica,18679
Creve Coeur,38.662,-90.443,United States,18679
Leicester,8.45,-13.2167,Sierra Leone,18678
Morales,8.3133,-73.8719,Colombia,18678
Martinsburg,39.4582,-77.9776,United States,18678
Round Lake,42.3435,-88.1059,United States,18677
Kinzau-Vuete,-5.4967,13.2893,Congo (Kinshasa),18676
Doura,12.0167,-9.0167,Guinea,18675
Blooming Grove,41.3948,-74.184,United States,18675
Togba,7.1,1.6667,Benin,18674
Afrânio,-8.515,-41.005,Brazil,18674
Bensenville,41.9579,-87.9442,United States,18673
São Raimundo das Mangabeiras,-7.0167,-45.4833,Brazil,18672
Mansa Konko,13.4667,-15.55,"Gambia, The",18672
Trinity,28.1809,-82.6582,United States,18672
Sonhauli,25.5108,86.4707,India,18671
Lakhna,25.4532,85.1431,India,18667
Almel,16.92,76.24,India,18667
Rishivandiyam,11.817,79.1,India,18665
Lelydorp,5.6967,-55.2167,Suriname,18663
Meerssen,50.8833,5.75,Netherlands,18661
Jasidih,24.5138,86.6458,India,18660
Broughty Ferry,56.4672,-2.8699,United Kingdom,18659
Şammā,32.57,35.69,Jordan,18659
Seagoville,32.653,-96.5456,United States,18658
Kavalerovo,44.2702,135.0498,Russia,18657
Siyəzən,41.0761,49.1139,Azerbaijan,18655
Maimón,18.77,-70.33,Dominican Republic,18655
Soalkuchi,26.17,91.57,India,18655
Molakālumuru,14.7178,76.7468,India,18655
Centerton,36.3566,-94.2971,United States,18655
Santa Catarina Juquila,16.2379,-97.2914,Mexico,18654
Selwyn,44.4167,-78.3333,Canada,18653
Cambridge,-37.8833,175.4667,New Zealand,18651
Elumalai,9.865,77.6992,India,18651
San Julián,13.6976,-89.5596,El Salvador,18648
St. Michael,45.2014,-93.692,United States,18648
Lauālāgaon,25.494,87.0412,India,18646
Carnaíba,-7.805,-37.7939,Brazil,18644
Kangazha,9.55,76.718,India,18644
Shimanovsk,52,127.7,Russia,18643
Telwa,25.8796,86.3837,India,18643
Adria,45.05,12.05,Italy,18643
Castaic,34.4818,-118.6316,United States,18643
Aldama,28.8386,-105.9111,Mexico,18642
Futog,45.2333,19.7167,Serbia,18641
Szamotuły,52.6,16.5833,Poland,18639
Basatpur,26.0011,85.0643,India,18639
Mūkkanūr,10.2405,76.4162,India,18638
Enkhuizen,52.7,5.3,Netherlands,18637
Ashland,42.2573,-71.4687,United States,18634
Bonanza,14.0167,-84.5833,Nicaragua,18633
Bergneustadt,51.0333,7.65,Germany,18633
Kīlmangalam,10.0933,77.6108,India,18633
Mānikkal,8.6544,76.909,India,18632
Le Puy-en-Velay,45.0444,3.8847,France,18629
Lede,50.9667,3.9833,Belgium,18628
Mossendjo,-2.9453,12.7156,Congo (Brazzaville),18628
Ribeirão Branco,-24.2208,-48.7656,Brazil,18627
Chākūr,18.5131,76.8753,India,18627
Manakayi,11.8611,75.5625,India,18627
Ubaíra,-13.2667,-39.65,Brazil,18626
Urucará,-2.5358,-57.76,Brazil,18626
Sanharó,-8.3608,-36.5658,Brazil,18624
Tarifa,36.014,-5.606,Spain,18621
Ballincollig,51.8879,-8.5893,Ireland,18621
Londerzeel,51,4.3,Belgium,18620
Seara,-27.1167,-52.2833,Brazil,18620
Knik-Fairview,61.5082,-149.6252,United States,18619
Vanino,49.0873,140.2425,Russia,18618
Uetersen,53.6872,9.6692,Germany,18618
Medjedel,35.15,3.6833,Algeria,18616
Carlos Chagas,-17.7056,-40.7631,Brazil,18615
Volketswil,47.3833,8.7,Switzerland,18615
Tillsonburg,42.8667,-80.7333,Canada,18615
Eastwood,53.018,-1.304,United Kingdom,18612
Fairwood,47.4467,-122.143,United States,18612
Tata,29.7428,-7.9725,Morocco,18611
Engenheiro Coelho,-22.4883,-47.215,Brazil,18611
Maurepas,48.76,1.95,France,18611
Bellwood,41.8829,-87.8762,United States,18611
East Dereham,52.681,0.94,United Kingdom,18609
Onga,33.85,130.6667,Japan,18609
Mullach Íde,53.4508,-6.1544,Ireland,18608
Stannington,53.396,-1.536,United Kingdom,18607
Reriutaba,-4.1667,-40.5833,Brazil,18606
Concord,38.5117,-90.3574,United States,18606
Corinto,12.4833,-87.1833,Nicaragua,18602
Ajnāla,31.84,74.76,India,18602
Leposaviq,43.1,20.8,Kosovo,18600
Saylac,11.3539,43.4731,Somalia,18600
Toshloq,40.4808,71.7608,Uzbekistan,18600
São Gabriel,-11.2289,-41.9119,Brazil,18600
San Miguel,14.6,121,Philippines,18599
Miyatoko,33.6992,130.9203,Japan,18599
Timoktene,27.0217,1.015,Algeria,18598
Los Alcázares,37.7436,-0.8497,Spain,18598
Renningen,48.7661,8.9347,Germany,18596
Kalugumalai,9.1494,77.7057,India,18596
Jbabra,34.4314,-4.9642,Morocco,18592
Antombana,-15,50.1667,Madagascar,18592
Felanitx,39.4669,3.1483,Spain,18592
Five Forks,34.8069,-82.2271,United States,18592
Ploemeur,47.7372,-3.4261,France,18591
Preakness,40.9382,-74.2242,United States,18591
Majhua,26.014,87.3018,India,18590
Valavanūr,11.9205,79.5785,India,18589
Al Jawf,24.2167,23.3,Libya,18587
Lebanon,44.5317,-122.9071,United States,18587
Anna,33.3472,-96.5508,United States,18585
Hatfield,40.2758,-75.2895,United States,18583
Jalakandāpuram,11.6986,77.8776,India,18581
San Mauro Torinese,45.1,7.7667,Italy,18581
Colonia,40.5926,-74.3148,United States,18581
Skara,58.3833,13.4333,Sweden,18580
Windham,43.7981,-70.4056,United States,18580
Shika,37.0062,136.778,Japan,18579
Rhynern,51.6299,7.8581,Germany,18578
Tamri,30.695,-9.825,Morocco,18577
Mohana,25.9027,77.7715,India,18577
Liuma,25.6682,105.8732,China,18576
Clive,41.6147,-93.798,United States,18576
Liancourt,19.1356,-72.5333,Haiti,18574
Narangba,-27.2022,152.9591,Australia,18573
Meylan,45.2092,5.78,France,18573
Kasongan,-1.8959,113.3878,Indonesia,18572
Elizabeth City,36.2942,-76.236,United States,18570
Nederland,29.9707,-94.0015,United States,18569
Bougtob,34.0425,0.0892,Algeria,18568
Tomaszów Lubelski,50.45,23.4167,Poland,18567
Crimmitschau,50.8181,12.3875,Germany,18567
Paluan,13.42,120.47,Philippines,18566
San Sebastián Salitrillo,13.95,-89.6333,El Salvador,18566
Miracema do Tocantins,-9.5669,-48.3919,Brazil,18566
Ban Mae Hia Nai,18.7433,98.964,Thailand,18564
Erumakkuzhi,9.2833,76.55,India,18563
Zhosaly,45.4893,64.0915,Kazakhstan,18563
Kingsland,30.8194,-81.7216,United States,18563
Pizarro,4.95,-77.3667,Colombia,18561
Tarrafal,15.278,-23.752,Cabo Verde,18561
Bhadaur,30.4764,75.3306,India,18561
Shenandoah,30.4019,-91.002,United States,18561
Ebbw Vale,51.78,-3.21,United Kingdom,18558
Garuva,-26.0269,-48.855,Brazil,18556
Boom,51.0833,4.3667,Belgium,18555
Mingjiujie,23.4509,103.6482,China,18555
Leteri,24.0598,77.4086,India,18555
Wheatfield,43.0975,-78.8831,United States,18555
Morros,-2.8639,-44.0389,Brazil,18554
Zākīyah,33.3344,36.1567,Syria,18553
Miracatu,-24.2808,-47.46,Brazil,18553
Priozërsk,61.05,30.1333,Russia,18552
Lessines,50.7167,3.8333,Belgium,18552
Matipó,-20.2839,-42.3408,Brazil,18552
Kumbhrāj,24.3734,77.0484,India,18552
Mennzel Bou Zelfa,36.6817,10.5847,Tunisia,18551
Mellacheruvu,16.8173,79.9331,India,18550
Berea,41.3696,-81.8641,United States,18550
Shaogang,38.1583,106.0661,China,18548
Glinde,53.5406,10.2111,Germany,18547
Ban Mae Kha Tai,18.7352,98.9678,Thailand,18546
Ferguson,38.749,-90.295,United States,18546
Sebt Gzoula,32.1167,-9.0833,Morocco,18543
Orhaneli,39.9028,28.9875,Turkey,18543
Hochheim am Main,50.0167,8.35,Germany,18538
Kothia,25.7612,84.8811,India,18538
Morro da Fumaça,-28.65,-49.2,Brazil,18537
Kulu,31.95,77.11,India,18536
Arcata,40.8615,-124.0758,United States,18536
Colina,-20.7136,-48.5411,Brazil,18535
Goyty,43.1642,45.6222,Russia,18534
Baena,37.6167,-4.3167,Spain,18533
San Diego,10.3375,-73.1825,Colombia,18531
Stabroek,51.3333,4.3667,Belgium,18529
Santander,9.45,123.33,Philippines,18527
Guadix,37.3,-3.1333,Spain,18527
Newton,38.0368,-97.3449,United States,18527
Parole,38.9863,-76.5518,United States,18527
Sokołów Podlaski,52.4067,22.2464,Poland,18526
Ba,-17.5333,177.6833,Fiji,18526
Rohār,25.9917,86.2366,India,18526
Melville,40.7824,-73.4088,United States,18526
Oxon Hill,38.7884,-76.9727,United States,18526
Asunción Nochixtlán,17.45,-97.2167,Mexico,18525
Thalwil,47.2833,8.5667,Switzerland,18525
Lodhwe,24.6404,85.2913,India,18520
Tsetserleg,47.4769,101.4503,Mongolia,18519
Tessenderlo,51.0667,5.0833,Belgium,18514
Guanzhai,26.2697,105.3089,China,18514
Santa Cruz Zenzontepec,16.5333,-97.5,Mexico,18512
Bilar,9.7,124.1,Philippines,18512
Iselin,40.5697,-74.3172,United States,18511
Brook Park,41.4036,-81.8219,United States,18509
Härnösand,62.6361,17.9411,Sweden,18508
Galhinna,7.4161,80.5688,Sri Lanka,18507
Huércal de Almería,36.8833,-2.4333,Spain,18507
St. Marys,30.7567,-81.5722,United States,18507
Tādikonda,16.4167,80.4542,India,18505
Madre de Deus,-12.7408,-38.6208,Brazil,18504
Anicuns,-16.4628,-49.9606,Brazil,18503
Tatsuno,35.9824,137.9876,Japan,18503
Pālaiyampatti,9.5392,78.0984,India,18502
Hässleholm,56.1667,13.7667,Sweden,18500
Buikwe,0.3442,33.03,Uganda,18500
Appley Bridge,53.579,-2.721,United Kingdom,18500
Goffstown,43.019,-71.568,United States,18499
Rawmarsh,53.4636,-1.3439,United Kingdom,18498
Ghedi,45.4,10.2833,Italy,18497
Kivsharivka,49.6289,37.6831,Ukraine,18496
Potirendaba,-21.0483,-49.3772,Brazil,18496
Bitkine,11.9817,18.2125,Chad,18495
Rhaude,53.1667,7.55,Germany,18495
Vlotho,52.1667,8.8497,Germany,18495
Karcag,47.3111,20.9161,Hungary,18495
Misato,39.4211,140.5439,Japan,18493
Alton,26.2884,-98.3098,United States,18493
Kalynivka,49.4472,28.5231,Ukraine,18492
Chubek,37.6167,69.7,Tajikistan,18490
San Lorenzo de El Escorial,40.5936,-4.1428,Spain,18489
Busovača,44.1,17.8833,Bosnia and Herzegovina,18488
Schwalmstadt,50.9333,9.2167,Germany,18488
Staines-upon-Thames,51.434,-0.511,United Kingdom,18484
Unquillo,-31.2333,-64.3167,Argentina,18483
Zagarolo,41.8333,12.8333,Italy,18483
Piñas,-3.6806,-79.6806,Ecuador,18482
Laurel,37.6375,-77.5062,United States,18480
San Celoni,41.69,2.49,Spain,18479
Sirvel,15.321,78.5344,India,18478
Fushë-Krujë,41.4833,19.7167,Albania,18477
Kherāmeh,29.4992,53.3131,Iran,18477
Ajaigarh,24.8988,80.2592,India,18476
Foxborough,42.0627,-71.2461,United States,18476
Tinoc,16.675,120.9367,Philippines,18475
Giszowiec,50.2236,19.0694,Poland,18475
Boerne,29.7847,-98.7292,United States,18475
Vellmar,51.35,9.4667,Germany,18474
Tirmalgiri,17.427,79.4724,India,18474
Qaşr-e Shīrīn,34.5158,45.5772,Iran,18473
Sharon,42.1085,-71.183,United States,18473
Bedlington,55.133,-1.583,United Kingdom,18470
Sacavém,38.7944,-9.1053,Portugal,18469
Hoppegarten,52.5167,13.6667,Germany,18469
Éragny,49.0181,2.0922,France,18468
Alcântara,-2.4089,-44.415,Brazil,18466
Taft,31.7492,54.2103,Iran,18464
La Marque,29.3683,-94.9941,United States,18464
Çatak,38.0086,43.0597,Turkey,18462
Castel Maggiore,44.5667,11.3667,Italy,18462
Kotanchēri,11.4719,75.969,India,18461
Kunitomi,31.9906,131.3236,Japan,18460
Nara,15.18,-7.28,Mali,18459
Pio IX,-6.8378,-40.5789,Brazil,18459
Kannapuram,11.9691,75.3208,India,18459
Oskū,37.9147,46.1217,Iran,18459
Hessisch Oldendorf,52.1667,9.25,Germany,18458
Lagoa da Canoa,-9.83,-36.7378,Brazil,18457
Od,22.6219,73.1161,India,18454
Kāriyāpatti,9.6741,78.1007,India,18454
Mill Hill,51.62,-0.23,United Kingdom,18451
Matelândia,-25.25,-53.9833,Brazil,18450
Cognac,45.6958,-0.3292,France,18448
Ngolonianasso,12.4222,-5.6833,Mali,18446
Shimokodanaka,35.6616,139.6666,Japan,18446
Narlıca,36.2333,36.2167,Turkey,18445
Coalcomán de Vázquez Pallares,18.7833,-103.1667,Mexico,18444
Haaltert,50.9,4,Belgium,18443
Kassaro,12.9544,-8.8811,Mali,18442
Jucuapa,13.5167,-88.3833,El Salvador,18442
Achocalla,-16.5833,-68.1667,Bolivia,18442
Bakhmach,51.1831,32.8297,Ukraine,18441
Princeton,33.1778,-96.5044,United States,18441
Bönen,51.5986,7.7592,Germany,18438
Hellemmes-Lille,50.6167,3.1167,France,18437
Chouafa,34.9468,-6.1667,Morocco,18436
Zhangshicun,24.5477,113.524,China,18436
Choi Hung,22.335,114.2067,Hong Kong,18435
Arroyo Grande,35.1241,-120.5845,United States,18435
Astrea,9.5,-73.9833,Colombia,18434
Albert Lea,43.6548,-93.3643,United States,18434
Cullman,34.1775,-86.8407,United States,18434
Baliangao,8.67,123.6,Philippines,18433
Yur’yev-Pol’skiy,56.5,39.6833,Russia,18433
Lahnstein,50.3011,7.6056,Germany,18433
Dumjor,22.64,88.22,India,18433
Ponedera,10.65,-74.75,Colombia,18430
Johnstown,40.326,-78.9194,United States,18429
Orestiáda,41.5,26.5333,Greece,18426
Dover,40.8859,-74.5597,United States,18426
Juvisy-sur-Orge,48.6889,2.3783,France,18424
New River,33.8835,-112.0858,United States,18422
Abdulino,53.6667,53.6333,Russia,18420
Mukkūdal,8.7431,77.5225,India,18420
Trenton,42.1394,-83.1929,United States,18420
Loreto,-23.2667,-57.3167,Paraguay,18419
Vechelde,52.2608,10.372,Germany,18419
Montrouis,18.9506,-72.7044,Haiti,18419
Pomáz,47.6431,19.0196,Hungary,18419
Castelfidardo,43.4631,13.55,Italy,18419
Kreminna,49.05,38.2167,Ukraine,18417
Svatove,49.415,38.155,Ukraine,18417
San Vicente Pacaya,14.4161,-90.6392,Guatemala,18417
Ocean Springs,30.4082,-88.7861,United States,18417
Fatick,14.3333,-16.4069,Senegal,18416
Kronberg,50.1833,8.5,Germany,18416
Devadānappatti,10.1467,77.6439,India,18415
Basse Santa Su,13.3167,-14.2167,"Gambia, The",18414
Unhel,23.3379,75.5593,India,18414
Winder,33.9917,-83.7218,United States,18414
Hardinxveld-Giessendam,51.8167,4.8333,Netherlands,18413
Amvrosiivka,47.7833,38.4833,Ukraine,18413
Foum el Anser,32.3718,-6.2613,Morocco,18412
Belo Campo,-15.0378,-41.26,Brazil,18412
Tallmadge,41.1023,-81.4216,United States,18411
San Blas Atempa,16.3167,-95.2167,Mexico,18406
Tilothu,24.8051,84.0833,India,18406
Nīār,38.2369,48.3272,Iran,18405
Konz,49.7,6.5833,Germany,18403
Nordestina,-10.8333,-39.4333,Brazil,18402
Fairmont,39.4768,-80.1491,United States,18402
Korsun-Shevchenkivskyi,49.4833,31.2833,Ukraine,18401
Quitandinha,-25.8719,-49.4978,Brazil,18398
Kumārapuram,8.2922,77.3215,India,18398
Santa Marinella,42.0333,11.85,Italy,18397
Langen,53.6167,8.5833,Germany,18395
Srikhanda,23.5981,88.0799,India,18394
North Babylon,40.7314,-73.3248,United States,18393
Inhapi,-9.2189,-37.7539,Brazil,18392
Crowley,32.5781,-97.3585,United States,18392
North Bay Shore,40.7602,-73.2617,United States,18392
Aragarças,-15.9025,-52.2419,Brazil,18390
Hārij,23.7,71.9,India,18388
Tinajeros,14.6733,120.969,Philippines,18387
Longjia,19.1487,110.3209,China,18385
Rio Maria,-7.3108,-50.0478,Brazil,18384
Bhawānīpur,26.4361,84.7356,India,18384
Itapororoca,-6.85,-35.25,Brazil,18382
Hampton,40.5844,-79.9534,United States,18382
Sanpaicun,24.6642,112.2935,China,18381
Bracciano,42.1,12.1833,Italy,18380
East Goshen,39.9934,-75.5478,United States,18377
Straşeni,47.1333,28.6167,Moldova,18376
Walcourt,50.25,4.4167,Belgium,18376
Greene,39.9543,-77.5668,United States,18376
Cesário Lange,-23.2267,-47.9531,Brazil,18375
Sigmaringen,48.0867,9.2164,Germany,18375
Franklin Park,41.9361,-87.8794,United States,18374
Cuautitlán,19.4522,-104.3583,Mexico,18370
Clonmel,52.3539,-7.7116,Ireland,18369
Qatlūpur,28.7733,77.1593,India,18369
Illertissen,48.2167,10.0833,Germany,18368
Mumford,5.2625,-0.7578,Ghana,18368
Assa,28.6086,-9.4269,Morocco,18367
Filomeno Mata,20.2,-97.7,Mexico,18367
Chennevières-sur-Marne,48.7983,2.5339,France,18367
Agarpur,25.1957,87.0423,India,18367
Nytva,57.95,55.3333,Russia,18366
Baependi,-21.95,-44.8833,Brazil,18366
Santiago Ixcuintla,21.811,-105.2079,Mexico,18365
São Benedito do Rio Preto,-3.3333,-43.5833,Brazil,18364
El Tránsito,13.35,-88.35,El Salvador,18363
Olten,47.35,7.9,Switzerland,18362
Écully,45.7753,4.7783,France,18361
Noci,40.8,17.1333,Italy,18361
Chhoti Sādri,24.38,74.7,India,18360
Krasyliv,49.6519,26.9706,Ukraine,18356
Newburyport,42.8124,-70.8878,United States,18356
Campo de la Cruz,10.3778,-74.8814,Colombia,18354
Stekene,51.2,4.0333,Belgium,18352
San Rafael Pie de la Cuesta,14.9333,-91.9167,Guatemala,18352
Cagdianao,9.92,125.67,Philippines,18350
Wörth am Rhein,49.0517,8.2603,Germany,18350
Louviers,49.22,1.17,France,18350
Saladas,-28.25,-58.6167,Argentina,18349
Ammāpettai,10.7948,79.3199,India,18349
Almondbury,53.6344,-1.7489,United Kingdom,18346
Redland,39.1339,-77.1464,United States,18346
Nāri Bhadaun,26.0065,86.2509,India,18345
Maryland City,39.1016,-76.8051,United States,18345
Cortes,9.72,123.88,Philippines,18344
Buenavista,8.6805,-75.2554,Colombia,18344
Apastepeque,13.6667,-88.7667,El Salvador,18342
Sendārappatti,11.4373,78.5215,India,18342
Capoeiras,-8.735,-36.6269,Brazil,18341
Mineros,-17.1178,-63.2331,Bolivia,18340
Lake Ronkonkoma,40.8297,-73.1128,United States,18339
Mirante do Paranapanema,-22.2919,-51.9064,Brazil,18338
Daryābād,26.8922,81.5556,India,18338
Lamrasla,32.0247,-8.9153,Morocco,18335
Xintian,23.1427,103.5489,China,18334
West Haven,41.2083,-112.0541,United States,18334
Picuí,-6.5167,-36.35,Brazil,18333
Anandpur,31.2393,76.5025,India,18333
Rizal,14.1083,121.3917,Philippines,18332
Novopavlovka,42.87,74.48,Kyrgyzstan,18332
Cran-Gévrier,45.9097,6.1107,France,18330
Pembroke,42.0655,-70.8014,United States,18330
Memuro-minami,42.9167,143.05,Japan,18329
Sandaré,14.7,-10.3,Mali,18328
Shaoyu,34.0629,105.3672,China,18327
Nuuk,64.1814,-51.6942,Greenland,18326
Skýdra,40.7667,22.15,Greece,18325
Calverton,39.0578,-76.9488,United States,18324
Karuppur,11.717,78.0924,India,18321
Tha Bo,17.8494,102.5858,Thailand,18320
Taió,-27.1,-49.9833,Brazil,18318
Melzo,45.5,9.4167,Italy,18318
San José Tenango,18.15,-96.7333,Mexico,18316
Lora del Río,37.65,-5.5167,Spain,18316
Carrières-sous-Poissy,48.9486,2.0394,France,18316
Talata-Volonondry,-18.75,47.65,Madagascar,18314
Riachão do Dantas,-11.0689,-37.725,Brazil,18313
Pully,46.5167,6.6667,Switzerland,18313
Pontalina,-17.52,-49.4392,Brazil,18309
Morretes,-25.4769,-48.8339,Brazil,18309
Gerd Farāmarz Shāhedīyeh,31.9417,54.2677,Iran,18309
Abrandābād-e Shāhedīyeh,31.9408,54.2736,Iran,18309
Kitagata,35.4333,136.6833,Japan,18308
Nossombougou,13.1,-7.9333,Mali,18306
Nehbandān,31.5436,60.0372,Iran,18304
Mangualde,40.6042,-7.7611,Portugal,18303
Belém de São Francisco,-8.7578,-38.9639,Brazil,18301
Lenoir,35.9094,-81.5249,United States,18301
Do’stlik Shahri,40.5247,68.0358,Uzbekistan,18300
Hadleigh,51.5535,0.6095,United Kingdom,18300
Beloozërskiy,55.4589,38.4411,Russia,18297
Sint-Genesius-Rode,50.75,4.35,Belgium,18296
Ommen,52.5167,6.4167,Netherlands,18295
Volochysk,49.5333,26.1667,Ukraine,18295
Püttlingen,49.2833,6.8833,Germany,18295
Bingley,53.846,-1.836,United Kingdom,18294
Rutigliano,40.9333,16.9,Italy,18293
Aveiro,-3.6167,-55.3167,Brazil,18290
Taung,-27.5625,24.7481,South Africa,18289
Slyudyanka,51.6333,103.75,Russia,18287
Szigethalom,47.3154,19.0078,Hungary,18286
Sakouéba,13.3119,-6.28,Mali,18282
Navraftor,37.7333,68.7667,Tajikistan,18281
Şenkaya,40.5619,42.3464,Turkey,18281
Panama City Beach,30.237,-85.8776,United States,18281
Pinecrest,25.665,-80.3042,United States,18279
Parchim,53.4167,11.8333,Germany,18278
Palos Hills,41.6986,-87.8266,United States,18278
Fomboni,-12.28,43.7425,Comoros,18277
Santa Fe,16.1592,120.9378,Philippines,18276
Kadaň,50.3761,13.2714,Czechia,18275
Paraibano,-6.5,-44.0167,Brazil,18274
Rāmpur,26.4424,89.8038,India,18274
Kristiansund,63.1104,7.7279,Norway,18273
Mannara,8.5614,77.1263,India,18273
Rosendaël,51.0413,2.4037,France,18272
Phelan,34.4398,-117.5248,United States,18272
Aït Bouchta,35.1056,-3.8503,Morocco,18271
Bni Bouayach,35.0986,-3.8397,Morocco,18271
Tárrega,41.6469,1.1392,Spain,18268
Kasba Maker,25.9591,85.0316,India,18267
Somerset,41.7404,-71.1612,United States,18266
Concord,42.462,-71.3639,United States,18265
Burlington,39.0223,-84.7217,United States,18264
Paraibuna,-23.3861,-45.6622,Brazil,18263
Yupiltepeque,14.2,-89.7833,Guatemala,18262
Siloe,-29.9836,27.2792,Lesotho,18261
Bideford,51.016,-4.209,United Kingdom,18260
Luz,-19.8008,-45.6858,Brazil,18257
Ban Mai,14.9629,102.0314,Thailand,18255
Monte Cristo,-31.3431,-63.9444,Argentina,18254
Regensdorf,47.4333,8.4667,Switzerland,18253
Yoichi,43.2,140.7833,Japan,18252
Mūlanūr,10.7943,77.7115,India,18251
Shuangluan,40.9608,117.7939,China,18250
South Orange Village,40.7491,-74.2602,United States,18249
Bagnols-sur-Cèze,44.1623,4.6193,France,18248
Moissy-Cramayel,48.6269,2.5931,France,18248
Staveley,53.2694,-1.3484,United Kingdom,18247
Asakapalle,17.7364,83.3,India,18247
Mathurāpur,25.5112,86.4557,India,18247
Pisz,53.6167,21.8,Poland,18245
Shaw,53.5783,-2.0951,United Kingdom,18245
Amsterdam,42.942,-74.1906,United States,18244
Savaştepe,39.3839,27.6547,Turkey,18243
Nārāyankher,18.0333,77.7833,India,18243
Monforte de Lemos,42.5164,-7.5161,Spain,18242
Sivandipuram,8.7811,77.3428,India,18241
Santa Iria da Azóia,38.8464,-9.0881,Portugal,18240
Manchester,38.583,-90.5064,United States,18240
Carrigaline,51.8166,-8.3905,Ireland,18239
Comodoro,-13.65,-59.7833,Brazil,18238
Kānp,25.8337,86.7402,India,18237
Ikniwn,31.1736,-5.6733,Morocco,18235
Calera de Tango,-33.6302,-70.7616,Chile,18235
Łęczna,51.3,22.8833,Poland,18234
Centralia,46.7223,-122.9696,United States,18234
Fulwood,53.365,-1.544,United Kingdom,18233
Antanambao,-15.1667,50.3667,Madagascar,18232
Ocean Acres,39.743,-74.2805,United States,18229
Eski-Nookat,40.2658,72.6181,Kyrgyzstan,18228
Kingstowne,38.7625,-77.1444,United States,18228
Kottukal,8.8833,76.9,India,18227
Júlio de Castilhos,-29.2269,-53.6817,Brazil,18226
Manga,-14.7558,-43.9319,Brazil,18226
Budrio,44.55,11.5333,Italy,18226
Galaat el Andeless,37.0625,10.1183,Tunisia,18225
Mahiari,22.59,88.24,India,18223
Bad Segeberg,53.9167,10.3167,Germany,18221
Kurakhove,47.9833,37.2667,Ukraine,18220
Baixa Grande,-11.96,-40.1678,Brazil,18220
El Astillero,43.4017,-3.8194,Spain,18220
Pieksämäki,62.3003,27.1642,Finland,18220
Bronte,37.7833,14.8333,Italy,18220
